City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
452,Wawa,NG,9.9022,4.4192,76.62,31,58,5.41,broken clouds
453,Kotel,BG,42.8833,26.45,38.75,93,100,4.5,overcast clouds
454,Nova Granada,BR,-20.5339,-49.3142,77.25,72,84,3.6,broken clouds
455,Weimar,DE,50.9833,11.3167,39.88,90,74,1.01,broken clouds
456,Sao Felix Do Xingu,BR,-6.6447,-51.995,70.93,97,99,2.17,overcast clouds
457,Olafsvik,IS,64.8945,-23.7142,43.79,74,76,33.78,broken clouds
458,Opelousas,US,30.5335,-92.0815,57.09,46,0,14.97,clear sky
459,Saint Anthony,US,45.0205,-93.218,17.55,71,0,14.97,clear sky
460,Eloi Mendes,BR,-21.61,-45.5653,64.35,92,78,3.96,broken clouds
461,Rocha,UY,-34.4833,-54.3333,68.45,88,18,12.5,few clouds
462,Gat,IL,31.61,34.7642,59.4,63,0,3.4,clear sky
463,Tukums,LV,56.9669,23.1553,27.75,96,100,3.58,overcast clouds
464,Honiara,SB,-9.4333,159.95,85.21,70,65,5.06,light rain
465,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,73.09,81,100,4.27,overcast clouds
466,Neepawa,CA,50.2289,-99.4664,3.6,95,53,4.21,broken clouds
467,The Valley,AI,18.217,-63.0578,80.1,78,20,9.22,few clouds
468,Luderitz,NA,-26.6481,15.1594,63.57,75,0,9.28,clear sky
469,Kloulklubed,PW,7.0419,134.2556,82.9,76,99,17.45,overcast clouds
470,Lerwick,GB,60.1545,-1.1494,48.2,83,99,24.61,overcast clouds
471,Tuatapere,NZ,-46.1333,167.6833,53.58,74,93,9.55,overcast clouds
472,Mosalsk,RU,54.4881,34.9817,16.74,86,100,5.39,overcast clouds
473,Pahrump,US,36.2083,-115.9839,58.51,29,31,8.01,scattered clouds
474,Alta Floresta,BR,-9.8756,-56.0861,72.59,91,70,3.11,broken clouds
475,Harnosand,SE,62.6323,17.9379,35.01,87,89,3.38,overcast clouds
476,Taraz,KZ,42.9,71.3667,34.21,64,75,29.08,broken clouds
477,Savonlinna,FI,61.8699,28.88,26.65,93,100,2.3,overcast clouds
478,Kasongo,CD,-4.45,26.6667,66.7,99,100,0.92,moderate rain
479,Savannah Bight,HN,16.45,-85.85,82.0,74,9,19.35,light rain
480,Salisbury,GB,51.0693,-1.7957,42.03,100,20,3.44,fog
481,Iwanai,JP,42.9744,140.5089,22.21,85,100,20.58,light snow
482,Kayes,ML,14.0,-11.0,85.3,15,100,4.83,overcast clouds
483,Boke,GN,10.9409,-14.2967,74.77,81,26,1.92,scattered clouds
484,Jaisinghnagar,IN,23.7,81.3833,53.85,62,13,2.06,few clouds
485,Sciacca,IT,37.5082,13.0881,53.02,80,5,8.46,clear sky
486,Bilibino,RU,68.0546,166.4372,9.81,93,100,5.99,overcast clouds
487,Ust-Kulom,RU,61.6864,53.6902,7.52,99,95,2.46,overcast clouds
488,Sarahan,IN,31.5167,77.8,43.68,21,0,10.13,clear sky
489,Amalapuram,IN,16.5833,82.0167,71.02,87,4,3.94,clear sky
490,Takoradi,GH,4.8845,-1.7554,78.85,83,95,5.39,overcast clouds
491,Cherkasskoye,RU,52.4333,47.2167,15.31,89,6,3.83,clear sky
492,Kachiry,KZ,53.0675,76.1036,-4.36,79,76,10.11,broken clouds
493,Lunavada,IN,23.1333,73.6167,61.56,46,0,8.9,clear sky
494,Akdepe,TM,42.0551,59.3788,14.09,40,19,5.82,few clouds
495,Ulaanbaatar,MN,47.9077,106.8832,-23.67,76,0,2.24,clear sky
496,Tura,IN,25.5198,90.2201,60.22,88,1,3.67,clear sky
497,Meadow Lake,US,34.8014,-106.5436,49.87,29,87,3.42,overcast clouds
498,Morozovsk,RU,48.3539,41.8261,25.68,43,74,15.01,broken clouds
499,Tanda,IN,26.55,82.65,58.73,62,0,5.3,clear sky
500,Kachug,RU,53.9606,105.8817,0.52,93,100,8.48,light snow
501,Dubbo,AU,-32.25,148.6167,71.73,49,91,13.8,overcast clouds
502,Ussel,FR,45.55,2.3167,36.59,91,57,6.15,broken clouds
503,Tubuala,PA,9.5167,-79.0333,77.97,83,82,3.09,light rain
504,Rundu,NA,-17.9333,19.7667,74.66,34,45,4.29,scattered clouds
505,Palana,RU,59.1167,159.9667,26.04,93,100,15.48,light snow
506,Havre-Saint-Pierre,CA,50.2334,-63.5986,23.0,86,100,12.66,overcast clouds
507,Pemba,MZ,-12.974,40.5178,77.7,83,20,3.44,few clouds
508,Cockburn Town,TC,21.4612,-71.1419,78.76,65,40,9.22,scattered clouds
509,Maba,CN,24.6841,113.5984,43.3,77,100,6.13,overcast clouds
510,Petushki,RU,55.9264,39.461,7.65,98,87,1.97,overcast clouds
511,Batticaloa,LK,7.7102,81.6924,77.34,83,93,1.41,overcast clouds
512,Golden Gate,US,26.1879,-81.6951,80.65,66,0,3.44,clear sky
513,Kerchevskiy,RU,59.946,56.2884,10.92,96,98,2.3,overcast clouds
514,Kasongo-Lunda,CD,-6.4667,16.8167,66.51,95,78,0.72,broken clouds
515,Abu Kamal,SY,34.4506,40.9171,58.69,75,69,7.27,broken clouds
516,Kutum,SD,14.2,24.6667,66.33,29,32,4.0,scattered clouds
517,Hambantota,LK,6.1241,81.1185,75.33,90,100,8.39,overcast clouds
518,Kudahuvadhoo,MV,2.6708,72.8944,79.52,70,15,3.85,few clouds
519,Manuk Mangkaw,PH,4.8,119.85,81.52,77,98,7.31,overcast clouds
520,Abha,SA,18.2164,42.5053,52.05,87,0,0.0,clear sky
521,Lengshuitan,CN,26.4111,111.5956,31.95,86,100,7.27,light snow
522,Mmabatho,ZA,-25.85,25.6333,64.36,82,67,4.61,broken clouds
523,Kahului,US,20.8947,-156.47,83.97,75,40,13.8,scattered clouds
524,Yenagoa,NG,4.9247,6.2642,77.0,88,99,2.8,overcast clouds
525,Payakumbuh,ID,-0.2202,100.6308,70.3,97,100,2.8,overcast clouds
526,Moyale,KE,3.5167,39.0584,67.82,50,55,8.21,broken clouds
527,Russell,US,32.3502,-85.1999,63.68,48,0,16.11,clear sky
528,Banda Aceh,ID,5.5577,95.3222,77.86,80,99,3.2,overcast clouds
529,Kuchurhan,UA,47.163,29.7894,30.52,75,96,7.76,overcast clouds
530,Torbay,CA,47.6666,-52.7314,23.27,84,0,8.05,clear sky
531,Pleshanovo,RU,52.8333,53.4833,7.36,95,23,4.36,few clouds
532,Mogadishu,SO,2.0371,45.3438,79.2,77,77,12.15,broken clouds
533,Kaduy,RU,59.2,37.15,9.66,97,98,2.71,overcast clouds
534,Nawada,IN,24.8833,85.5333,57.78,56,37,5.1,scattered clouds
535,Manzhouli,CN,49.6,117.4333,-9.98,87,24,14.32,few clouds
536,Rudbar,AF,30.15,62.6,55.92,45,100,3.74,overcast clouds
537,Chunoyar,RU,57.4467,97.3217,-4.38,97,100,11.59,snow
538,Seymchan,RU,62.8833,152.4333,-20.43,96,100,4.94,overcast clouds
539,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,61.12,20,45,7.31,scattered clouds
540,Yelabuga,RU,55.7613,52.0649,13.55,96,99,4.52,light snow
541,Beisfjord,NO,68.3751,17.5988,31.05,88,99,3.36,light snow
542,Despotovac,RS,44.0925,21.4469,39.45,80,100,9.15,overcast clouds
543,Sankt Valentin,AT,48.1667,14.5167,39.24,89,83,1.21,broken clouds
544,Naberera,TZ,-4.2,36.9333,62.46,91,97,6.42,overcast clouds
545,Taoudenni,ML,22.6783,-3.9836,64.09,21,0,9.06,clear sky
546,Milkovo,RU,54.7167,158.6167,24.24,72,67,10.38,broken clouds
547,Kenai,US,60.5544,-151.2583,13.14,92,0,3.44,clear sky
548,Shingu,JP,33.7333,135.9833,49.05,59,65,5.53,broken clouds
549,Shirvan,AZ,39.9509,48.8994,39.92,92,100,10.16,light rain
550,Peterhead,GB,57.5058,-1.7981,43.5,81,98,22.19,overcast clouds
551,Camacupa,AO,-12.0167,17.4833,60.22,97,77,2.46,light rain
552,Texarkana,US,33.4251,-94.0477,52.02,51,0,1.01,clear sky
553,Praya,CV,14.9215,-23.5087,73.94,73,75,14.97,broken clouds
554,Katobu,ID,-4.9408,122.5276,77.9,88,100,3.29,overcast clouds
555,Formosa Do Rio Preto,BR,-11.0483,-45.1931,69.21,95,100,1.86,overcast clouds
556,Kununurra,AU,-15.7667,128.7333,87.78,40,93,3.44,overcast clouds
557,Sembakung,ID,3.8167,117.25,73.96,98,100,2.33,overcast clouds
558,Hay River,CA,60.8156,-115.7999,-14.82,70,20,9.22,few clouds
559,Katol,IN,21.2667,78.5833,60.33,58,60,3.11,broken clouds
560,Mombasa,KE,-4.0547,39.6636,75.61,89,35,3.56,light rain
561,Honningsvag,NO,70.9821,25.9704,35.35,80,100,14.97,overcast clouds
562,Pathein,MM,16.7833,94.7333,75.38,91,56,4.61,broken clouds
563,Talara,PE,-4.5772,-81.2719,72.36,78,0,11.5,clear sky
564,Ende,ID,-8.8432,121.6623,82.2,75,98,3.94,overcast clouds
565,Kyabe,TD,9.4515,18.9449,76.12,27,99,4.03,overcast clouds
566,Teguldet,RU,57.3064,88.1667,-13.07,98,28,3.22,scattered clouds
567,Quatre Cocos,MU,-20.2078,57.7625,73.09,75,41,7.52,light rain
568,Shimoda,JP,34.6667,138.95,57.56,86,100,13.58,overcast clouds
569,Ayan,RU,56.45,138.1667,-5.73,85,99,24.99,overcast clouds
570,Arlit,NE,18.7369,7.3853,68.65,22,1,6.35,clear sky
571,Uvinza,TZ,-5.1036,30.3911,64.67,91,98,1.43,overcast clouds
572,Lakes Entrance,AU,-37.8811,147.981,64.17,65,34,7.14,scattered clouds
573,Lac Du Bonnet,CA,50.2536,-96.0612,5.52,93,100,7.67,overcast clouds
574,Buala,SB,-8.145,159.5921,82.92,73,100,4.54,overcast clouds
575,Terrace,CA,54.5163,-128.6035,17.51,27,75,10.36,broken clouds
576,Talnakh,RU,69.4865,88.3972,-2.54,99,99,5.3,overcast clouds
577,San Cristobal,VE,7.7669,-72.225,69.98,95,68,4.47,broken clouds
578,Makakilo City,US,21.3469,-158.0858,84.52,61,75,13.8,broken clouds
579,Filingue,NE,14.3521,3.3168,73.85,17,25,8.86,scattered clouds
580,Kidal,ML,18.4411,1.4078,72.3,21,62,6.96,broken clouds
581,Leningradskiy,RU,69.3833,178.4167,11.61,90,97,7.56,overcast clouds
582,Masallatah,LY,32.6167,14.0,55.72,55,16,15.7,few clouds
583,Nelson Bay,AU,-32.7167,152.15,69.85,64,100,4.0,overcast clouds
584,Champoton,MX,19.35,-90.7167,78.62,84,49,11.54,moderate rain
585,Kulhudhuffushi,MV,6.6221,73.07,81.12,68,20,1.66,few clouds
586,Beloha,MG,-25.1667,45.05,69.57,89,100,9.78,light rain
587,Guadalupe Victoria,MX,32.2869,-115.105,67.68,25,2,3.24,clear sky
588,Katsuura,JP,35.1333,140.3,53.62,84,100,17.92,overcast clouds
589,Omboue,GA,-1.5746,9.2618,75.88,90,100,4.92,overcast clouds
590,Ponta Delgada,PT,37.7333,-25.6667,61.5,88,20,2.3,few clouds
591,Carutapera,BR,-1.195,-46.02,77.88,83,76,4.68,broken clouds
592,Baft,IR,29.234,56.6057,45.03,45,88,2.59,overcast clouds
593,Bandarbeyla,SO,9.4942,50.8122,77.63,81,5,16.67,light rain
594,Lososina,RU,48.9975,140.3106,1.53,56,74,9.98,broken clouds
595,Montlucon,FR,46.3333,2.6,38.7,96,55,4.09,broken clouds
596,Husavik,IS,66.0449,-17.3389,41.81,89,100,10.45,overcast clouds
597,Muzhi,RU,65.3667,64.6667,-11.87,99,43,2.3,scattered clouds
598,Norton,ZW,-17.8833,30.7,57.27,72,2,5.17,clear sky
599,Kihei,US,20.785,-156.4656,83.97,77,40,13.8,scattered clouds
600,Kamaishi,JP,39.2667,141.8833,37.54,48,89,2.91,overcast clouds
601,Constitucion,CL,-35.3333,-72.4167,55.11,79,0,14.07,clear sky
602,Verkhnyaya Sysert,RU,56.4372,60.75,10.2,98,95,2.57,overcast clouds
603,Puerto Leguizamo,CO,-0.1934,-74.7819,77.43,80,54,3.47,broken clouds
604,La Rioja,ES,42.25,-2.5,28.18,85,53,1.77,broken clouds
605,Finschhafen,PG,-6.6024,147.8681,84.78,69,99,1.36,overcast clouds
606,Buraydah,SA,26.326,43.975,66.65,54,58,10.31,broken clouds
607,Itoman,JP,26.1247,127.6694,68.02,82,75,19.57,broken clouds
608,Madras,IN,13.0878,80.2785,78.78,89,75,2.3,broken clouds
609,Nadym,RU,65.5333,72.5167,-13.67,99,8,4.07,clear sky
610,Ahipara,NZ,-35.1667,173.1667,63.59,63,96,14.67,overcast clouds
611,Whitehorse,CA,60.7161,-135.0538,-10.43,77,40,11.5,scattered clouds
612,Darhan,MN,49.4867,105.9228,-9.13,87,31,6.87,scattered clouds
613,Jati,PK,24.3539,68.2671,66.7,18,10,8.52,clear sky
614,Castanos,MX,26.7833,-101.4167,54.34,47,29,7.9,scattered clouds
615,Katsina,NG,12.9894,7.6006,65.77,24,11,10.02,few clouds
616,Half Moon Bay,US,37.4636,-122.4286,59.99,60,40,6.91,scattered clouds
617,Popondetta,PG,-8.7537,148.2534,88.52,56,100,4.54,overcast clouds
618,Uchiza,PE,-8.4592,-76.4633,74.03,91,99,3.58,overcast clouds
619,Viamao,BR,-30.0811,-51.0233,75.04,84,20,14.97,few clouds
620,Port Keats,AU,-14.25,129.55,90.05,34,95,3.83,overcast clouds
621,Tezu,IN,27.9167,96.1667,63.64,43,42,3.65,scattered clouds
622,Panjakent,TJ,39.4952,67.6093,40.57,93,100,0.31,overcast clouds
623,Okha,RU,53.5739,142.9478,-2.69,94,36,19.64,scattered clouds
624,Ladario,BR,-19.0047,-57.6017,78.55,62,79,8.37,moderate rain
625,Hearst,CA,49.6835,-83.6665,23.25,92,100,13.89,light snow
626,Praia Da Vitoria,PT,38.7333,-27.0667,60.76,94,75,5.55,broken clouds
627,Barcelos,PT,41.5388,-8.6151,53.74,87,100,4.07,overcast clouds
628,Bima,ID,-8.4667,118.7167,80.91,80,100,5.01,light rain
629,Jumla,NP,29.2747,82.1838,40.12,19,0,5.48,clear sky
630,Amapa,BR,1.0,-52.0,72.97,97,100,2.57,overcast clouds
631,Malindi,KE,-3.2175,40.1191,77.05,87,28,4.18,light rain
632,Mananara,MG,-16.1667,49.7667,71.15,93,22,3.94,few clouds
633,Umm Kaddadah,SD,13.6017,26.6876,74.68,20,17,17.43,few clouds
634,Zyryanka,RU,65.75,150.85,-16.74,96,100,9.84,overcast clouds
635,Muravlenko,RU,63.7898,74.523,-18.13,97,11,4.9,few clouds
636,Maltahohe,NA,-24.8333,16.9833,75.45,39,75,7.02,broken clouds
637,Nemuro,JP,43.3236,145.575,27.18,57,24,20.51,few clouds
638,Rio Grande,BR,-32.035,-52.0986,75.31,90,18,16.82,few clouds
639,Naze,JP,28.3667,129.4833,59.92,76,100,19.48,overcast clouds
640,Novyy Urgal,RU,51.0736,132.5642,-15.95,88,52,3.31,broken clouds
641,Kasba,IN,25.85,87.55,62.46,61,45,5.7,scattered clouds
642,Lompoc,US,34.6391,-120.4579,60.01,83,100,10.36,overcast clouds
643,Batman,TR,37.8874,41.1322,51.6,87,40,0.0,scattered clouds
644,Fuerte Olimpo,PY,-21.0415,-57.8738,83.73,37,78,4.23,broken clouds
645,Kodinar,IN,20.7903,70.7031,70.68,39,0,9.86,clear sky
646,Jardim,BR,-21.4803,-56.1381,78.37,54,23,5.19,few clouds
647,Canico,PT,32.6333,-16.85,68.72,78,20,1.14,few clouds
648,Acurenam,GQ,1.0322,10.6488,67.55,98,94,0.54,overcast clouds
649,Cayenne,GF,4.9333,-52.3333,78.84,89,100,0.0,overcast clouds
650,Lamu,KE,-2.2717,40.902,76.84,89,37,6.96,light rain
651,Izumo,JP,35.3667,132.7667,42.75,87,75,9.22,broken clouds
652,Port Macquarie,AU,-31.4333,152.9167,65.89,64,100,9.44,light rain
653,Mount Pleasant,US,32.7941,-79.8626,66.2,89,75,5.75,broken clouds
654,Semey,KZ,50.4111,80.2275,-7.53,87,86,4.32,overcast clouds
655,Olga,RU,43.7444,135.2892,10.0,56,49,11.07,scattered clouds
656,Madisonville,US,37.3281,-87.4989,36.21,52,0,6.35,clear sky
657,Anupgarh,IN,29.1911,73.2086,60.78,26,2,3.6,clear sky
658,Inongo,CD,-1.95,18.2667,68.49,95,96,0.54,overcast clouds
659,Neuquen,AR,-38.9516,-68.0591,78.69,15,0,4.61,clear sky
660,Youkounkoun,GN,12.5333,-13.1333,78.13,35,42,2.77,scattered clouds
661,Bilma,NE,18.6853,12.9164,64.65,32,9,7.31,clear sky
662,Patacamaya,BO,-17.2333,-67.9167,55.63,28,67,11.7,broken clouds
663,Arawa,PG,-6.2132,155.5367,87.21,64,93,4.0,light rain
664,Igrim,RU,63.1906,64.4162,-7.69,99,63,2.77,broken clouds
665,Port Lincoln,AU,-34.7333,135.8667,63.07,67,10,12.3,clear sky
666,Doba,TD,8.65,16.85,72.1,31,92,4.76,overcast clouds
667,Flinders,AU,-34.5833,150.8552,71.19,65,96,4.0,overcast clouds
668,Fez,MA,34.0372,-4.9998,43.05,52,0,5.75,clear sky
669,Shubarshi,KZ,48.5872,57.1869,15.84,41,52,9.48,broken clouds
670,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,73.36,89,51,6.33,broken clouds
671,Merauke,ID,-8.4667,140.3333,81.14,81,100,11.56,overcast clouds
672,Vostok,RU,46.4856,135.8833,-6.43,92,100,12.64,overcast clouds
673,Arica,CL,-18.475,-70.3042,71.15,77,0,9.22,clear sky
674,Sao Jose Do Campestre,BR,-6.3156,-35.7139,74.55,77,99,4.94,overcast clouds
675,Potamia,GR,40.7163,24.7286,49.17,86,100,23.53,overcast clouds
676,Usogorsk,RU,63.4106,48.6872,17.38,98,98,2.82,overcast clouds
677,Atasu,KZ,48.6814,71.6433,13.68,97,99,3.49,overcast clouds
678,Cabedelo,BR,-6.9811,-34.8339,81.27,73,99,10.56,overcast clouds
